STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00094741,"TETERBORO AIRPORT, NJ US",11/28/2019,0,,,,54,37
USW00094741,"TETERBORO AIRPORT, NJ US",11/29/2019,0,,,,41,30
USW00094741,"TETERBORO AIRPORT, NJ US",11/30/2019,0,,,,43,29
USW00094741,"TETERBORO AIRPORT, NJ US",12/1/2019,0.64,,,,36,27
USW00094741,"TETERBORO AIRPORT, NJ US",12/2/2019,0.49,,,,36,32
USW00094741,"TETERBORO AIRPORT, NJ US",12/3/2019,0.02,,,,37,31
USW00094741,"TETERBORO AIRPORT, NJ US",12/4/2019,0,,,,41,30
USW00094741,"TETERBORO AIRPORT, NJ US",12/5/2019,0,,,,43,29
USW00094741,"TETERBORO AIRPORT, NJ US",12/6/2019,0,,,,53,30
USW00094741,"TETERBORO AIRPORT, NJ US",12/7/2019,0,,,,39,27
USW00094741,"TETERBORO AIRPORT, NJ US",12/8/2019,0,,,,45,23
USW00094741,"TETERBORO AIRPORT, NJ US",12/9/2019,1.23,,,,57,38
USW00094741,"TETERBORO AIRPORT, NJ US",12/10/2019,0.1,0.5,,,61,40
USW00094741,"TETERBORO AIRPORT, NJ US",12/11/2019,0.27,,,,40,31
USW00094741,"TETERBORO AIRPORT, NJ US",12/12/2019,0,,,,38,25
USW00094741,"TETERBORO AIRPORT, NJ US",12/13/2019,0.67,,,,50,29
USW00094741,"TETERBORO AIRPORT, NJ US",12/14/2019,0.81,,,,57,45
USW00094741,"TETERBORO AIRPORT, NJ US",12/15/2019,0,,,,49,35
USW00094741,"TETERBORO AIRPORT, NJ US",12/16/2019,0.07,,,,37,32
USW00094741,"TETERBORO AIRPORT, NJ US",12/17/2019,0.89,,,,35,32
USW00094741,"TETERBORO AIRPORT, NJ US",12/18/2019,0.02,,,,36,21
USW00094741,"TETERBORO AIRPORT, NJ US",12/19/2019,0,,,,26,16
USW00094741,"TETERBORO AIRPORT, NJ US",12/20/2019,0,,,,34,21
USW00094741,"TETERBORO AIRPORT, NJ US",12/21/2019,0,,,,37,20
USW00094741,"TETERBORO AIRPORT, NJ US",12/22/2019,0,,,,48,23
USW00094741,"TETERBORO AIRPORT, NJ US",12/23/2019,0,,,,59,28
USW00094741,"TETERBORO AIRPORT, NJ US",12/24/2019,0,,,,49,31
USW00094741,"TETERBORO AIRPORT, NJ US",12/25/2019,0,,,,46,26
USW00094741,"TETERBORO AIRPORT, NJ US",12/26/2019,0,,,,45,32
USW00094741,"TETERBORO AIRPORT, NJ US",12/27/2019,0,,,,55,40
USW00094741,"TETERBORO AIRPORT, NJ US",12/28/2019,0,,,,51,32
USW00094741,"TETERBORO AIRPORT, NJ US",12/29/2019,0.24,,,,44,29
USW00094741,"TETERBORO AIRPORT, NJ US",12/30/2019,0.67,,,,51,38
USW00094741,"TETERBORO AIRPORT, NJ US",12/31/2019,0.01,,,,46,38
USW00094741,"TETERBORO AIRPORT, NJ US",1/1/2020,0,,,,41,30
USW00094741,"TETERBORO AIRPORT, NJ US",1/2/2020,0,,,,50,28
USW00094741,"TETERBORO AIRPORT, NJ US",1/3/2020,0.15,,,,51,42
USW00094741,"TETERBORO AIRPORT, NJ US",1/4/2020,0.34,,,,54,42
USW00094741,"TETERBORO AIRPORT, NJ US",1/5/2020,0,,,,44,33
USW00094741,"TETERBORO AIRPORT, NJ US",1/6/2020,0.03,,,,46,31
USW00094741,"TETERBORO AIRPORT, NJ US",1/7/2020,0,,,,45,32
USW00094741,"TETERBORO AIRPORT, NJ US",1/8/2020,0,,,,44,28
USW00094741,"TETERBORO AIRPORT, NJ US",1/9/2020,0,,,,36,23
USW00094741,"TETERBORO AIRPORT, NJ US",1/10/2020,0,,,,59,31
USW00094741,"TETERBORO AIRPORT, NJ US",1/11/2020,0,,,,70,46
USW00094741,"TETERBORO AIRPORT, NJ US",1/12/2020,0.04,,,,69,42
USW00094741,"TETERBORO AIRPORT, NJ US",1/13/2020,0,,,,48,36
USW00094741,"TETERBORO AIRPORT, NJ US",1/14/2020,0.06,,,,46,37
USW00094741,"TETERBORO AIRPORT, NJ US",1/15/2020,0,,,,53,40
USW00094741,"TETERBORO AIRPORT, NJ US",1/16/2020,0.04,,,,51,34
USW00094741,"TETERBORO AIRPORT, NJ US",1/17/2020,0,,,,34,21
USW00094741,"TETERBORO AIRPORT, NJ US",1/18/2020,0.32,,,,37,20
USW00094741,"TETERBORO AIRPORT, NJ US",1/19/2020,0,,,,45,28
USW00094741,"TETERBORO AIRPORT, NJ US",1/20/2020,0,,,,33,21
USW00094741,"TETERBORO AIRPORT, NJ US",1/21/2020,0,,,,35,19
USW00094741,"TETERBORO AIRPORT, NJ US",1/22/2020,0,,,,41,21
USW00094741,"TETERBORO AIRPORT, NJ US",1/23/2020,0,,,,51,23
USW00094741,"TETERBORO AIRPORT, NJ US",1/24/2020,0,,,,53,31
USW00094741,"TETERBORO AIRPORT, NJ US",1/25/2020,1.43,,,,52,38
USW00094741,"TETERBORO AIRPORT, NJ US",1/26/2020,0,,,,48,33
USW00094741,"TETERBORO AIRPORT, NJ US",1/27/2020,0,,,,46,36
USW00094741,"TETERBORO AIRPORT, NJ US",1/28/2020,0,,,,44,36
USW00094741,"TETERBORO AIRPORT, NJ US",1/29/2020,0,,,,41,29
USW00094741,"TETERBORO AIRPORT, NJ US",1/30/2020,0,,,,39,23
USW00094741,"TETERBORO AIRPORT, NJ US",1/31/2020,0.01,,,,45,28
USW00094741,"TETERBORO AIRPORT, NJ US",2/1/2020,0,,,,43,35
USW00094741,"TETERBORO AIRPORT, NJ US",2/2/2020,0.07,,,,44,33
USW00094741,"TETERBORO AIRPORT, NJ US",2/3/2020,0,,,,57,34
USW00094741,"TETERBORO AIRPORT, NJ US",2/4/2020,0,,,,61,39
USW00094741,"TETERBORO AIRPORT, NJ US",2/5/2020,0,,,,51,39
USW00094741,"TETERBORO AIRPORT, NJ US",2/6/2020,0.45,,,,43,35
USW00094741,"TETERBORO AIRPORT, NJ US",2/7/2020,0.24,,,,59,32
USW00094741,"TETERBORO AIRPORT, NJ US",2/8/2020,0,,,,40,28
USW00094741,"TETERBORO AIRPORT, NJ US",2/9/2020,0,,,,42,28
USW00094741,"TETERBORO AIRPORT, NJ US",2/10/2020,0.31,,,,47,39
USW00094741,"TETERBORO AIRPORT, NJ US",2/11/2020,0.3,,,,48,42
USW00094741,"TETERBORO AIRPORT, NJ US",2/12/2020,0.12,,,,48,35
USW00094741,"TETERBORO AIRPORT, NJ US",2/13/2020,0.49,,,,48,35
USW00094741,"TETERBORO AIRPORT, NJ US",2/14/2020,0,,,,38,17
USW00094741,"TETERBORO AIRPORT, NJ US",2/15/2020,0,,,,32,12
USW00094741,"TETERBORO AIRPORT, NJ US",2/16/2020,0,,,,43,27
USW00094741,"TETERBORO AIRPORT, NJ US",2/17/2020,0,,,,51,28
USW00094741,"TETERBORO AIRPORT, NJ US",2/18/2020,0,,,,47,36
USW00094741,"TETERBORO AIRPORT, NJ US",2/19/2020,0,,,,48,31
USW00094741,"TETERBORO AIRPORT, NJ US",2/20/2020,0,,,,35,24
USW00094741,"TETERBORO AIRPORT, NJ US",2/21/2020,0,,,,35,19
USW00094741,"TETERBORO AIRPORT, NJ US",2/22/2020,0,,,,51,23
USW00094741,"TETERBORO AIRPORT, NJ US",2/23/2020,0,,,,56,24
USW00094741,"TETERBORO AIRPORT, NJ US",2/24/2020,0,,,,61,31
USW00094741,"TETERBORO AIRPORT, NJ US",2/25/2020,0.12,,,,52,43
USW00094741,"TETERBORO AIRPORT, NJ US",2/26/2020,0.02,,,,47,43
USW00094741,"TETERBORO AIRPORT, NJ US",2/27/2020,0.32,,,,43,29
USW00094741,"TETERBORO AIRPORT, NJ US",2/28/2020,0,,,,40,27
USW00094741,"TETERBORO AIRPORT, NJ US",2/29/2020,0,,,,35,24
USW00094741,"TETERBORO AIRPORT, NJ US",3/1/2020,0,,,,44,23
USW00094741,"TETERBORO AIRPORT, NJ US",3/2/2020,0,,,,61,27
USW00094741,"TETERBORO AIRPORT, NJ US",3/3/2020,0.3,,,,59,43
USW00094741,"TETERBORO AIRPORT, NJ US",3/4/2020,0,,,,57,43
USW00094741,"TETERBORO AIRPORT, NJ US",3/5/2020,0,,,,55,37
USW00094741,"TETERBORO AIRPORT, NJ US",3/6/2020,0.38,,,,44,35
USW00094741,"TETERBORO AIRPORT, NJ US",3/7/2020,0,,,,48,35
USW00094741,"TETERBORO AIRPORT, NJ US",3/8/2020,0,,,,59,29
USW00094741,"TETERBORO AIRPORT, NJ US",3/9/2020,0,,,,71,36
USW00094741,"TETERBORO AIRPORT, NJ US",3/10/2020,0,,,,66,46
USW00094741,"TETERBORO AIRPORT, NJ US",3/11/2020,0,,,,55,41
USW00094741,"TETERBORO AIRPORT, NJ US",3/12/2020,0.05,,,,51,37
USW00094741,"TETERBORO AIRPORT, NJ US",3/13/2020,0.26,,,,72,43
USW00094741,"TETERBORO AIRPORT, NJ US",3/14/2020,0,,,,55,40
USW00094741,"TETERBORO AIRPORT, NJ US",3/15/2020,0,,,,54,39
USW00094741,"TETERBORO AIRPORT, NJ US",3/16/2020,0,,,,44,30
USW00094741,"TETERBORO AIRPORT, NJ US",3/17/2020,0.15,,,,55,41
USW00094741,"TETERBORO AIRPORT, NJ US",3/18/2020,0,,,,53,36
USW00094741,"TETERBORO AIRPORT, NJ US",3/19/2020,0.88,,,,51,40
USW00094741,"TETERBORO AIRPORT, NJ US",3/20/2020,0,,,,77,46
USW00094741,"TETERBORO AIRPORT, NJ US",3/21/2020,0,,,,62,39
USW00094741,"TETERBORO AIRPORT, NJ US",3/22/2020,0,,,,43,32
USW00094741,"TETERBORO AIRPORT, NJ US",3/23/2020,0.93,,,,40,34
USW00094741,"TETERBORO AIRPORT, NJ US",3/24/2020,0,,,,55,35
USW00094741,"TETERBORO AIRPORT, NJ US",3/25/2020,0,,,,46,37
USW00094741,"TETERBORO AIRPORT, NJ US",3/26/2020,0,,,,60,32
USW00094741,"TETERBORO AIRPORT, NJ US",3/27/2020,0,,,,68,49
USW00094741,"TETERBORO AIRPORT, NJ US",3/28/2020,0.45,,,,52,43
USW00094741,"TETERBORO AIRPORT, NJ US",3/29/2020,0.02,,,,48,45
USW00094741,"TETERBORO AIRPORT, NJ US",3/30/2020,0.09,,,,51,42
USW00094741,"TETERBORO AIRPORT, NJ US",3/31/2020,0.05,,,,49,40
USW00094741,"TETERBORO AIRPORT, NJ US",4/1/2020,0,,,,54,38
USW00094741,"TETERBORO AIRPORT, NJ US",4/2/2020,0,,,,58,37
USW00094741,"TETERBORO AIRPORT, NJ US",4/3/2020,0.09,,,,52,45
USW00094741,"TETERBORO AIRPORT, NJ US",4/4/2020,0,,,,63,46
USW00094741,"TETERBORO AIRPORT, NJ US",4/5/2020,0,,,,63,46
USW00094741,"TETERBORO AIRPORT, NJ US",4/6/2020,0.03,,,,66,46
USW00094741,"TETERBORO AIRPORT, NJ US",4/7/2020,0,,,,67,49
USW00094741,"TETERBORO AIRPORT, NJ US",4/8/2020,0.16,,,,65,48
USW00094741,"TETERBORO AIRPORT, NJ US",4/9/2020,0.09,,,,59,41
USW00094741,"TETERBORO AIRPORT, NJ US",4/10/2020,0.04,,,,48,37
USW00094741,"TETERBORO AIRPORT, NJ US",4/11/2020,0,,,,55,36
USW00094741,"TETERBORO AIRPORT, NJ US",4/12/2020,0,,,,63,33
USW00094741,"TETERBORO AIRPORT, NJ US",4/13/2020,1.81,,,,67,54
USW00094741,"TETERBORO AIRPORT, NJ US",4/14/2020,0,,,,58,44
USW00094741,"TETERBORO AIRPORT, NJ US",4/15/2020,0,,,,52,41
USW00094741,"TETERBORO AIRPORT, NJ US",4/16/2020,0,,,,47,34
USW00094741,"TETERBORO AIRPORT, NJ US",4/17/2020,0.11,,,,50,30
USW00094741,"TETERBORO AIRPORT, NJ US",4/18/2020,0.31,,,,47,37
USW00094741,"TETERBORO AIRPORT, NJ US",4/19/2020,0,,,,62,33
USW00094741,"TETERBORO AIRPORT, NJ US",4/20/2020,0,,,,55,42
USW00094741,"TETERBORO AIRPORT, NJ US",4/21/2020,0.22,,,,59,37
USW00094741,"TETERBORO AIRPORT, NJ US",4/22/2020,0,,,,50,34
USW00094741,"TETERBORO AIRPORT, NJ US",4/23/2020,0.12,,,,50,36
USW00094741,"TETERBORO AIRPORT, NJ US",4/24/2020,0.49,,,,50,41
USW00094741,"TETERBORO AIRPORT, NJ US",4/25/2020,0,,,,63,36
USW00094741,"TETERBORO AIRPORT, NJ US",4/26/2020,0.13,,,,50,41
USW00094741,"TETERBORO AIRPORT, NJ US",4/27/2020,0,,,,50,39
USW00094741,"TETERBORO AIRPORT, NJ US",4/28/2020,0,,,,66,38
USW00094741,"TETERBORO AIRPORT, NJ US",4/29/2020,0.02,,,,56,46
USW00094741,"TETERBORO AIRPORT, NJ US",4/30/2020,0.88,,,,62,48
USW00094741,"TETERBORO AIRPORT, NJ US",5/1/2020,0.28,,,,68,54
USW00094741,"TETERBORO AIRPORT, NJ US",5/2/2020,0,,,,73,50
USW00094741,"TETERBORO AIRPORT, NJ US",5/3/2020,0.05,,,,80,54
USW00094741,"TETERBORO AIRPORT, NJ US",5/4/2020,0,,,,71,48
USW00094741,"TETERBORO AIRPORT, NJ US",5/5/2020,0,,,,63,44
USW00094741,"TETERBORO AIRPORT, NJ US",5/6/2020,0.03,,,,52,45
USW00094741,"TETERBORO AIRPORT, NJ US",5/7/2020,0,,,,66,43
USW00094741,"TETERBORO AIRPORT, NJ US",5/8/2020,0.5,,,,54,36
USW00094741,"TETERBORO AIRPORT, NJ US",5/9/2020,0.03,,,,48,33
USW00094741,"TETERBORO AIRPORT, NJ US",5/10/2020,0,,,,64,34
USW00094741,"TETERBORO AIRPORT, NJ US",5/11/2020,0.1,,,,61,42
USW00094741,"TETERBORO AIRPORT, NJ US",5/12/2020,0,,,,59,40
USW00094741,"TETERBORO AIRPORT, NJ US",5/13/2020,0,,,,64,38
USW00094741,"TETERBORO AIRPORT, NJ US",5/14/2020,0,,,,66,39
USW00094741,"TETERBORO AIRPORT, NJ US",5/15/2020,0.09,,,,85,58
USW00094741,"TETERBORO AIRPORT, NJ US",5/16/2020,0,,,,78,60
USW00094741,"TETERBORO AIRPORT, NJ US",5/17/2020,0,,,,68,55
USW00094741,"TETERBORO AIRPORT, NJ US",5/18/2020,0,,,,69,55
USW00094741,"TETERBORO AIRPORT, NJ US",5/19/2020,0,,,,67,53
USW00094741,"TETERBORO AIRPORT, NJ US",5/20/2020,0,,,,65,48
USW00094741,"TETERBORO AIRPORT, NJ US",5/21/2020,0,,,,68,42
USW00094741,"TETERBORO AIRPORT, NJ US",5/22/2020,0.02,,,,77,51
USW00094741,"TETERBORO AIRPORT, NJ US",5/23/2020,0.78,,,,69,57
USW00094741,"TETERBORO AIRPORT, NJ US",5/24/2020,0,,,,69,51
USW00094741,"TETERBORO AIRPORT, NJ US",5/25/2020,0,,,,73,56
USW00094741,"TETERBORO AIRPORT, NJ US",5/26/2020,0,,,,78,58
USW00094741,"TETERBORO AIRPORT, NJ US",5/27/2020,0,,,,80,60
USW00094741,"TETERBORO AIRPORT, NJ US",5/28/2020,0,,,,78,63
USW00094741,"TETERBORO AIRPORT, NJ US",5/29/2020,0.53,,,,82,68
USW00094741,"TETERBORO AIRPORT, NJ US",5/30/2020,0.03,,,,82,66
USW00094741,"TETERBORO AIRPORT, NJ US",5/31/2020,0,,,,70,54
USW00094741,"TETERBORO AIRPORT, NJ US",6/1/2020,0,,,,72,47
USW00094741,"TETERBORO AIRPORT, NJ US",6/2/2020,0.01,,,,74,51
USW00094741,"TETERBORO AIRPORT, NJ US",6/3/2020,0.38,,,,82,59
USW00094741,"TETERBORO AIRPORT, NJ US",6/4/2020,0.23,,,,86,62
USW00094741,"TETERBORO AIRPORT, NJ US",6/5/2020,1.33,,,,78,69
USW00094741,"TETERBORO AIRPORT, NJ US",6/6/2020,0.18,,,,88,68
USW00094741,"TETERBORO AIRPORT, NJ US",6/7/2020,0,,,,77,62
USW00094741,"TETERBORO AIRPORT, NJ US",6/8/2020,0,,,,80,56
USW00094741,"TETERBORO AIRPORT, NJ US",6/9/2020,0,,,,89,60
USW00094741,"TETERBORO AIRPORT, NJ US",6/10/2020,0,,,,86,69
USW00094741,"TETERBORO AIRPORT, NJ US",6/11/2020,0.1,,,,84,72
USW00094741,"TETERBORO AIRPORT, NJ US",6/12/2020,0,,,,84,67
USW00094741,"TETERBORO AIRPORT, NJ US",6/13/2020,0,,,,74,57
USW00094741,"TETERBORO AIRPORT, NJ US",6/14/2020,0,,,,74,52
USW00094741,"TETERBORO AIRPORT, NJ US",6/15/2020,0,,,,76,54
USW00094741,"TETERBORO AIRPORT, NJ US",6/16/2020,0,,,,78,56
USW00094741,"TETERBORO AIRPORT, NJ US",6/17/2020,0,,,,78,59
USW00094741,"TETERBORO AIRPORT, NJ US",6/18/2020,0,,,,78,65
USW00094741,"TETERBORO AIRPORT, NJ US",6/19/2020,0,,,,84,65
USW00094741,"TETERBORO AIRPORT, NJ US",6/20/2020,0,,,,87,67
USW00094741,"TETERBORO AIRPORT, NJ US",6/21/2020,0,,,,88,66
USW00094741,"TETERBORO AIRPORT, NJ US",6/22/2020,0,,,,91,70
USW00094741,"TETERBORO AIRPORT, NJ US",6/23/2020,0,,,,87,71
USW00094741,"TETERBORO AIRPORT, NJ US",6/24/2020,0,,,,86,72
USW00094741,"TETERBORO AIRPORT, NJ US",6/25/2020,0,,,,86,69
USW00094741,"TETERBORO AIRPORT, NJ US",6/26/2020,0,,,,88,65
USW00094741,"TETERBORO AIRPORT, NJ US",6/27/2020,0.14,,,,81,65
USW00094741,"TETERBORO AIRPORT, NJ US",6/28/2020,0.14,,,,91,69
USW00094741,"TETERBORO AIRPORT, NJ US",6/29/2020,0,,,,89,68
USW00094741,"TETERBORO AIRPORT, NJ US",6/30/2020,0,,,,79,65
USW00094741,"TETERBORO AIRPORT, NJ US",7/1/2020,0.11,,,,80,67
USW00094741,"TETERBORO AIRPORT, NJ US",7/2/2020,0,,,,94,66
USW00094741,"TETERBORO AIRPORT, NJ US",7/3/2020,0.02,,,,93,71
USW00094741,"TETERBORO AIRPORT, NJ US",7/4/2020,0,,,,89,68
USW00094741,"TETERBORO AIRPORT, NJ US",7/5/2020,0,,,,94,71
USW00094741,"TETERBORO AIRPORT, NJ US",7/6/2020,2.89,,,,94,69
USW00094741,"TETERBORO AIRPORT, NJ US",7/7/2020,0,,,,82,71
USW00094741,"TETERBORO AIRPORT, NJ US",7/8/2020,0.02,,,,86,75
USW00094741,"TETERBORO AIRPORT, NJ US",7/9/2020,0,,,,89,73
USW00094741,"TETERBORO AIRPORT, NJ US",7/10/2020,2.87,,,,78,73
USW00094741,"TETERBORO AIRPORT, NJ US",7/11/2020,0.61,,,,86,72
USW00094741,"TETERBORO AIRPORT, NJ US",7/12/2020,0,,,,89,71
USW00094741,"TETERBORO AIRPORT, NJ US",7/13/2020,0.04,,,,87,70
USW00094741,"TETERBORO AIRPORT, NJ US",7/14/2020,0,,,,86,68
USW00094741,"TETERBORO AIRPORT, NJ US",7/15/2020,0,,,,82,70
USW00094741,"TETERBORO AIRPORT, NJ US",7/16/2020,0,,,,78,69
USW00094741,"TETERBORO AIRPORT, NJ US",7/17/2020,0.01,,,,87,69
USW00094741,"TETERBORO AIRPORT, NJ US",7/18/2020,0,,,,92,69
USW00094741,"TETERBORO AIRPORT, NJ US",7/19/2020,0,,,,96,74
USW00094741,"TETERBORO AIRPORT, NJ US",7/20/2020,0,,,,94,80
USW00094741,"TETERBORO AIRPORT, NJ US",7/21/2020,0,,,,93,75
USW00094741,"TETERBORO AIRPORT, NJ US",7/22/2020,0.23,,,,93,73
USW00094741,"TETERBORO AIRPORT, NJ US",7/23/2020,0,,,,90,72
USW00094741,"TETERBORO AIRPORT, NJ US",7/24/2020,0.07,,,,81,74
USW00094741,"TETERBORO AIRPORT, NJ US",7/25/2020,0,,,,90,69
USW00094741,"TETERBORO AIRPORT, NJ US",7/26/2020,0,,,,93,76
USW00094741,"TETERBORO AIRPORT, NJ US",7/27/2020,0,,,,95,73
USW00094741,"TETERBORO AIRPORT, NJ US",7/28/2020,0.15,,,,94,78
USW00094741,"TETERBORO AIRPORT, NJ US",7/29/2020,0,,,,91,72
USW00094741,"TETERBORO AIRPORT, NJ US",7/30/2020,0,,,,94,71
USW00094741,"TETERBORO AIRPORT, NJ US",7/31/2020,0.25,,,,85,71
USW00094741,"TETERBORO AIRPORT, NJ US",8/1/2020,0,,,,90,66
USW00094741,"TETERBORO AIRPORT, NJ US",8/2/2020,0,,,,91,77
USW00094741,"TETERBORO AIRPORT, NJ US",8/3/2020,0.2,,,,90,72
USW00094741,"TETERBORO AIRPORT, NJ US",8/4/2020,1.25,,,,81,71
USW00094741,"TETERBORO AIRPORT, NJ US",8/5/2020,0,,,,88,69
USW00094741,"TETERBORO AIRPORT, NJ US",8/6/2020,0,,,,82,66
USW00094741,"TETERBORO AIRPORT, NJ US",8/7/2020,0.28,,,,80,68
USW00094741,"TETERBORO AIRPORT, NJ US",8/8/2020,0,,,,85,67
USW00094741,"TETERBORO AIRPORT, NJ US",8/9/2020,0,,,,89,70
USW00094741,"TETERBORO AIRPORT, NJ US",8/10/2020,0,,,,92,73
USW00094741,"TETERBORO AIRPORT, NJ US",8/11/2020,0,,,,89,75
USW00094741,"TETERBORO AIRPORT, NJ US",8/12/2020,0.2,,,,92,75
USW00094741,"TETERBORO AIRPORT, NJ US",8/13/2020,0.2,,,,80,72
USW00094741,"TETERBORO AIRPORT, NJ US",8/14/2020,0,,,,88,72
USW00094741,"TETERBORO AIRPORT, NJ US",8/15/2020,0,,,,85,66
USW00094741,"TETERBORO AIRPORT, NJ US",8/16/2020,0.25,,,,71,67
USW00094741,"TETERBORO AIRPORT, NJ US",8/17/2020,1.04,,,,83,62
USW00094741,"TETERBORO AIRPORT, NJ US",8/18/2020,0.15,,,,84,62
USW00094741,"TETERBORO AIRPORT, NJ US",8/19/2020,0.11,,,,76,65
USW00094741,"TETERBORO AIRPORT, NJ US",8/20/2020,0,,,,81,59
USW00094741,"TETERBORO AIRPORT, NJ US",8/21/2020,0,,,,86,65
USW00094741,"TETERBORO AIRPORT, NJ US",8/22/2020,0,,,,89,72
USW00094741,"TETERBORO AIRPORT, NJ US",8/23/2020,0,,,,87,70
USW00094741,"TETERBORO AIRPORT, NJ US",8/24/2020,0,,,,92,73
USW00094741,"TETERBORO AIRPORT, NJ US",8/25/2020,0.29,,,,90,71
USW00094741,"TETERBORO AIRPORT, NJ US",8/26/2020,0,,,,78,64
USW00094741,"TETERBORO AIRPORT, NJ US",8/27/2020,0.45,,,,92,66
USW00094741,"TETERBORO AIRPORT, NJ US",8/28/2020,0.03,,,,87,68
USW00094741,"TETERBORO AIRPORT, NJ US",8/29/2020,0.08,,,,83,71
USW00094741,"TETERBORO AIRPORT, NJ US",8/30/2020,0,,,,80,63
USW00094741,"TETERBORO AIRPORT, NJ US",8/31/2020,0,,,,76,58
USW00094741,"TETERBORO AIRPORT, NJ US",9/1/2020,0.14,,,,79,65
USW00094741,"TETERBORO AIRPORT, NJ US",9/2/2020,0.17,,,,81,68
USW00094741,"TETERBORO AIRPORT, NJ US",9/3/2020,0.14,,,,87,70
USW00094741,"TETERBORO AIRPORT, NJ US",9/4/2020,0,,,,85,66
USW00094741,"TETERBORO AIRPORT, NJ US",9/5/2020,0,,,,80,61
USW00094741,"TETERBORO AIRPORT, NJ US",9/6/2020,0,,,,83,59
USW00094741,"TETERBORO AIRPORT, NJ US",9/7/2020,0,,,,81,61
USW00094741,"TETERBORO AIRPORT, NJ US",9/8/2020,0,,,,84,63
USW00094741,"TETERBORO AIRPORT, NJ US",9/9/2020,0,,,,84,65
USW00094741,"TETERBORO AIRPORT, NJ US",9/10/2020,0.47,,,,85,73
USW00094741,"TETERBORO AIRPORT, NJ US",9/11/2020,0,,,,77,63
USW00094741,"TETERBORO AIRPORT, NJ US",9/12/2020,0,,,,73,59
USW00094741,"TETERBORO AIRPORT, NJ US",9/13/2020,0,,,,76,59
USW00094741,"TETERBORO AIRPORT, NJ US",9/14/2020,0,,,,77,56
USW00094741,"TETERBORO AIRPORT, NJ US",9/15/2020,0,,,,67,51
USW00094741,"TETERBORO AIRPORT, NJ US",9/16/2020,0,,,,71,50
USW00094741,"TETERBORO AIRPORT, NJ US",9/17/2020,0,,,,76,58
USW00094741,"TETERBORO AIRPORT, NJ US",9/18/2020,0,,,,71,53
USW00094741,"TETERBORO AIRPORT, NJ US",9/19/2020,0,,,,64,44
USW00094741,"TETERBORO AIRPORT, NJ US",9/20/2020,0,,,,64,45
USW00094741,"TETERBORO AIRPORT, NJ US",9/21/2020,0,,,,66,42
USW00094741,"TETERBORO AIRPORT, NJ US",9/22/2020,0,,,,73,43
USW00094741,"TETERBORO AIRPORT, NJ US",9/23/2020,0,,,,81,52
USW00094741,"TETERBORO AIRPORT, NJ US",9/24/2020,0,,,,76,54
USW00094741,"TETERBORO AIRPORT, NJ US",9/25/2020,0,,,,79,54
USW00094741,"TETERBORO AIRPORT, NJ US",9/26/2020,0,,,,76,60
USW00094741,"TETERBORO AIRPORT, NJ US",9/27/2020,0.02,,,,79,65
USW00094741,"TETERBORO AIRPORT, NJ US",9/28/2020,0.03,,,,79,68
USW00094741,"TETERBORO AIRPORT, NJ US",9/29/2020,1,,,,74,66
USW00094741,"TETERBORO AIRPORT, NJ US",9/30/2020,0.74,,,,72,60
USW00094741,"TETERBORO AIRPORT, NJ US",10/1/2020,0.02,,,,73,53
USW00094741,"TETERBORO AIRPORT, NJ US",10/2/2020,0.02,,,,67,51
USW00094741,"TETERBORO AIRPORT, NJ US",10/3/2020,0,,,,67,45
USW00094741,"TETERBORO AIRPORT, NJ US",10/4/2020,0,,,,67,45
USW00094741,"TETERBORO AIRPORT, NJ US",10/5/2020,0,,,,69,49
USW00094741,"TETERBORO AIRPORT, NJ US",10/6/2020,0,,,,69,49
USW00094741,"TETERBORO AIRPORT, NJ US",10/7/2020,0,,,,74,58
USW00094741,"TETERBORO AIRPORT, NJ US",10/8/2020,0,,,,65,47
USW00094741,"TETERBORO AIRPORT, NJ US",10/9/2020,0,,,,71,43
USW00094741,"TETERBORO AIRPORT, NJ US",10/10/2020,0,,,,71,53
USW00094741,"TETERBORO AIRPORT, NJ US",10/11/2020,0.01,,,,66,57
USW00094741,"TETERBORO AIRPORT, NJ US",10/12/2020,1.08,,,,57,48
USW00094741,"TETERBORO AIRPORT, NJ US",10/13/2020,0.73,,,,59,52
USW00094741,"TETERBORO AIRPORT, NJ US",10/14/2020,0,,,,70,44
USW00094741,"TETERBORO AIRPORT, NJ US",10/15/2020,0,,,,75,48
USW00094741,"TETERBORO AIRPORT, NJ US",10/16/2020,1.1,,,,63,49
USW00094741,"TETERBORO AIRPORT, NJ US",10/17/2020,0,,,,61,42
USW00094741,"TETERBORO AIRPORT, NJ US",10/18/2020,0,,,,65,38
USW00094741,"TETERBORO AIRPORT, NJ US",10/19/2020,0,,,,66,47
USW00094741,"TETERBORO AIRPORT, NJ US",10/20/2020,0.01,,,,72,54
USW00094741,"TETERBORO AIRPORT, NJ US",10/21/2020,0,,,,71,61
USW00094741,"TETERBORO AIRPORT, NJ US",10/22/2020,0,,,,77,60
USW00094741,"TETERBORO AIRPORT, NJ US",10/23/2020,0,,,,70,62
USW00094741,"TETERBORO AIRPORT, NJ US",10/24/2020,0,,,,70,46
USW00094741,"TETERBORO AIRPORT, NJ US",10/25/2020,0.03,,,,52,42
USW00094741,"TETERBORO AIRPORT, NJ US",10/26/2020,0.05,,,,56,48
